runtime_cohort,root_cause,cluster_type,link_or_stop_id,transit_line,transit_route,person_count
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"69779.1","XXX---2271027_3","XXX---2271027_3_12",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"70789.1","XXX---2271035_3","XXX---2271035_3_16",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"7252.2","XXX---162449_106","XXX---162449_106_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"7254.1","XXX---162448_106","XXX---162448_106_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"7279.1","XXX---162462_109","XXX---162462_109_26",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"7297.2","XXX---2268669_3","XXX---2268669_3_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"7383.1","XXX---2268674_3","XXX---2268674_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"7404","XXX---2268679_3","XXX---2268679_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"8032.2","XXX---162456_109","XXX---162456_109_29",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"8058.1","XXX---2268643_3","XXX---2268643_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"80647","XXX---2255006_3","XXX---2255006_3_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"8910.1","XXX---2268654_3","XXX---2268654_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"8913","XXX---2268654_3","XXX---2268654_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"8931.1","XXX---162424_106","XXX---162424_106_110",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"8932.4","XXX---162424_106","XXX---162424_106_103",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9358.2","XXX---162456_109","XXX---162456_109_20",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9358.2","XXX---162456_109","XXX---162456_109_22",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9405.2","XXX---162424_106","XXX---162424_106_109",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9406","XXX---2268637_3","XXX---2268637_3_13",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9411.1","XXX---162456_109","XXX---162456_109_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9515","XXX---2255006_3","XXX---2255006_3_4",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9560.4","XXX---162456_109","XXX---162456_109_22",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9560.4","XXX---162456_109","XXX---162456_109_29",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9600","XXX---162460_109","XXX---162460_109_30",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9601","XXX---162460_109","XXX---162460_109_31",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9624.1","XXX---162007_2_1158069900","XXX---162007_2_1158069900_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9628","XXX---162460_109","XXX---162460_109_31",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9673.2","XXX---2268624_3","XXX---2268624_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9868","XXX---2268625_3","XXX---2268625_3_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"9964.2","XXX---162424_106","XXX---162424_106_135",1
unresolved_background,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER,link,"126126","","",1
unresolved_background,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER,link,"168300","","",1
unresolved_background,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER,link,"284938","","",1
unresolved_background,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER,link,"381955","","",1
unresolved_background,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER,link,"400953","","",1
unresolved_background,PT_NEVER_BOARDED,stop_or_route,"<none>","<none>","<none>",1
unresolved_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101673","XXX---2249920_0","XXX---2249920_0_4",1
unresolved_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101695","XXX---161788_2","XXX---161788_2_20",1
unresolved_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102229","XXX---162192_3","XXX---162192_3_1",1
unresolved_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102275.1","XXX---162424_106","XXX---162424_106_10",1
unresolved_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102458.2","XXX---2270082_3","XXX---2270082_3_18",1
